tsne_x,tsne_y,file_name,sound_type,id,gender,age,native_language,country,health,grid_x,grid_y
0.83516604,0.3030168,f1236_0_sigh,sigh,f1236, female,27, United States of America, EN, no,0.9084507042253521,0.2112676056338028
0.7829705,0.6338739,f1541_0_throatclearing,throatclearing,f1541, female,25, United States of America, EN, no,0.7253521126760564,0.5774647887323944
0.6683078,0.036523003,m1679_0_sniff,sniff,m1679, male,34, United States of America, EN, no,0.7253521126760564,0.0
0.79229736,0.6860877,m1783_0_throatclearing,throatclearing,m1783, male,19, United Arab Erimates, AR, no,0.7394366197183099,0.6690140845070423
0.122311175,0.52046007,f1291_0_laughter,laughter,f1291, female,23, Italy, IT, no,0.07746478873239437,0.2746478873239437
0.5729768,0.506605,m0209_0_sneeze,sneeze,m0209, male,39, Brazil, PT, no,0.3732394366197183,0.44366197183098594
0.20131914,0.61407685,f1284_0_laughter,laughter,f1284, female,38, France, FR, no,0.1056338028169014,0.7112676056338029
0.85108495,0.32601723,m1037_0_sigh,sigh,m1037, male,28, Italy, IT, no,0.9225352112676056,0.24647887323943662
0.66557276,0.8271165,m0019_0_cough,cough,m0019, male,23, Brazil, PT, no,0.5070422535211268,0.852112676056338
0.23809963,0.6097356,f2769_0_laughter,laughter,f2769, female,34, United Kingdom, EN, yes,0.1267605633802817,0.6830985915492958
0.7098367,0.20332368,m1329_0_sniff,sniff,m1329, male,33, India, TA, no,0.6971830985915494,0.13380281690140847
0.62761915,0.5696542,m2930_0_throatclearing,throatclearing,m2930, male,21, Italy, IT, no,0.4859154929577465,0.5633802816901409
0.63315475,0.26709253,f2769_0_sniff,sniff,f2769, female,34, United Kingdom, EN, yes,0.4647887323943662,0.22535211267605634
0.7386226,0.53770995,f1956_2_sneeze,sneeze,f1956, female,24, United States of America, EN, no,0.7042253521126761,0.49295774647887325
0.27088764,0.66883755,f0998_0_laughter,laughter,f0998, female,30, United States of America, EN, no,0.09859154929577466,0.9366197183098591
