tsne_x,tsne_y,file_name,sound_type,id,gender,age,native_language,country,health,grid_x,grid_y
0.8312879,0.3093306,f1236_0_sigh,sigh,f1236, female,27, United States of America, EN, no,0.8802816901408451,0.24647887323943662
0.78571624,0.66988134,f1541_0_throatclearing,throatclearing,f1541, female,25, United States of America, EN, no,0.7253521126760564,0.5774647887323944
0.59324354,0.045739304,m1679_0_sniff,sniff,m1679, male,34, United States of America, EN, no,0.07746478873239437,0.0
0.789733,0.7235722,m1783_0_throatclearing,throatclearing,m1783, male,19, United Arab Erimates, AR, no,0.7112676056338029,0.6830985915492958
0.057754766,0.6640549,f1291_0_laughter,laughter,f1291, female,23, Italy, IT, no,0.02112676056338028,0.3873239436619718
0.57152265,0.5311344,m0209_0_sneeze,sneeze,m0209, male,39, Brazil, PT, no,0.3380281690140845,0.4295774647887324
0.1528495,0.6729427,f1284_0_laughter,laughter,f1284, female,38, France, FR, no,0.09859154929577466,0.5140845070422535
0.8523762,0.3238942,m1037_0_sigh,sigh,m1037, male,28, Italy, IT, no,0.9295774647887324,0.26760563380281693
0.6865951,0.85874885,m0019_0_cough,cough,m0019, male,23, Brazil, PT, no,0.5352112676056339,0.852112676056338
0.23590277,0.73809654,f2769_0_laughter,laughter,f2769, female,34, United Kingdom, EN, yes,0.19014084507042253,0.9014084507042254
0.75010926,0.20387642,m1329_0_sniff,sniff,m1329, male,33, India, TA, no,0.7112676056338029,0.14788732394366197
0.61803854,0.57900155,m2930_0_throatclearing,throatclearing,m2930, male,21, Italy, IT, no,0.4507042253521127,0.5422535211267606
0.6752052,0.2629094,f2769_0_sniff,sniff,f2769, female,34, United Kingdom, EN, yes,0.4859154929577465,0.2112676056338028
0.712672,0.5338031,f1956_2_sneeze,sneeze,f1956, female,24, United States of America, EN, no,0.647887323943662,0.4859154929577465
0.06700748,0.74368095,f0998_0_laughter,laughter,f0998, female,30, United States of America, EN, no,0.028169014084507043,0.8169014084507042
0.054279324,0.6692962,m2523_0_laughter,laughter,m2523, male,34, India, TA, no,0.02112676056338028,0.4295774647887324
0.17486294,0.6841803,m2536_0_laughter,laughter,m2536, male,31, United States of America, EN, no,0.11971830985915494,0.6056338028169014
0.6474084,0.106076434,f2899_0_sniff,sniff,f2899, female,41, United States of America, EN, no,0.323943661971831,0.07042253521126761
0.6751205,0.5057859,f1216_0_sneeze,sneeze,f1216, female,50, United States of America, EN, no,0.5774647887323944,0.4507042253521127
0.51047957,0.5562508,m1528_0_sigh,sigh,m1528, male,26, India, TA, no,0.2323943661971831,0.44366197183098594
0.9777363,0.74606717,f2985_0_throatclearing,throatclearing,f2985, female,26, Italy, IT, no,0.9859154929577465,0.7887323943661972
0.8071333,0.6579733,m1770_0_throatclearing,throatclearing,m1770, male,23, Italy, IT, no,0.7605633802816901,0.5422535211267606
0.5585263,0.6162987,f0716_0_sneeze,sneeze,f0716, female,25, United States of America, EN, no,0.3380281690140845,0.6338028169014085
0.5280492,0.5976125,f1941_1_sneeze,sneeze,f1941, female,45, United States of America, EN, no,0.29577464788732394,0.5774647887323944
0.6608111,0.37316352,f0743_0_sneeze,sneeze,f0743, female,28, India, BN, no,0.4647887323943662,0.29577464788732394
0.69470614,0.7732574,m1794_0_cough,cough,m1794, male,34, Brazil, PT, no,0.5563380281690141,0.7394366197183099
0.45048448,0.4407252,m3123_0_cough,cough,m3123, male,38, India, EN, yes,0.056338028169014086,0.16901408450704225
0.65431505,0.16042759,f0511_0_sniff,sniff,f0511, female,24, United States of America, EN, no,0.36619718309859156,0.1267605633802817
0.64791465,0.2959675,f0748_0_sigh,sigh,f0748, female,53, United States of America, ES, no,0.4014084507042254,0.22535211267605634
0.5556667,0.5120447,m0186_0_cough,cough,m0186, male,56, United States of America, EN, no,0.28169014084507044,0.38028169014084506
0.6584914,0.17383248,m2743_0_sniff,sniff,m2743, male,29, United States of America, EN, no,0.38028169014084506,0.14084507042253522
0.593344,0.84296405,m2731_0_cough,cough,m2731, male,35, Pakistan, UR, no,0.29577464788732394,0.8450704225352113
0.61004186,0.6059963,m2047_0_sneeze,sneeze,m2047, male,40, India, HI, no,0.4225352112676056,0.5985915492957746
0.682461,0.20387074,f1303_0_sniff,sniff,f1303, female,50, United States of America, EN, no,0.5211267605633803,0.17605633802816903
0.7430157,0.71144354,m0563_2_cough,cough,m0563, male,45, United States of America, EN, no,0.647887323943662,0.6619718309859155
0.59577954,0.9507402,f2684_0_cough,cough,f2684, female,30, Canada, EN, no,0.2183098591549296,1.0
0.7625507,0.9538222,f1621_0_cough,cough,f1621, female,53, United States of America, EN, no,0.6338028169014085,0.9647887323943662
0.11347315,0.6213727,m0262_0_laughter,laughter,m0262, male,42, United States of America, EN, no,0.014084507042253521,0.20422535211267606
0.69750905,0.8856922,m2261_0_cough,cough,m2261, male,33, United Kingdom, EN, no,0.5633802816901409,0.8943661971830986
0.5885953,0.9281732,m0618_0_throatclearing,throatclearing,m0618, male,27, United States of America, EN, no,0.20422535211267606,0.9859154929577465
0.6966652,0.04544874,f1653_0_sniff,sniff,f1653, female,43, United States of America, EN, no,0.5915492957746479,0.02112676056338028
0.6410239,0.34384844,f2558_0_sneeze,sneeze,f2558, female,22, United States of America, EN, no,0.3943661971830986,0.2535211267605634
0.14005102,0.73190165,f0028_0_laughter,laughter,f0028, female,51, United States of America, EN, no,0.1267605633802817,0.795774647887324
0.7753743,0.22038521,m0056_0_sigh,sigh,m0056, male,25, Italy, IT, no,0.7535211267605634,0.14788732394366197
0.6215892,0.9120581,m1864_0_cough,cough,m1864, male,22, United Kingdom, EN, no,0.33098591549295775,0.943661971830986
0.7627216,0.32067165,m2393_0_sigh,sigh,m2393, male,22, Brazil, PT, no,0.7183098591549296,0.2605633802816901
0.82873,0.26317826,f2192_0_sigh,sigh,f2192, female,25, United States of America, EN, no,0.8732394366197184,0.18309859154929578
0.7584836,0.48003978,f2368_0_laughter,laughter,f2368, female,18, United States of America, EN, no,0.7183098591549296,0.44366197183098594
0.7981429,0.55380666,m0973_0_sneeze,sneeze,m0973, male,37, United States of America, EN, no,0.795774647887324,0.5
0.84612066,0.78490305,f0627_0_throatclearing,throatclearing,f0627, female,55, United States of America, EN, no,0.823943661971831,0.7676056338028169
0.06404056,0.769329,f1685_0_laughter,laughter,f1685, female,25, United States of America, EN, no,0.014084507042253521,0.9295774647887324
